symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Geneid	Regulate
Tpmt	69.4925451516527	0.300550708936436	0.581607395125772	0.516758747318614	0.60532458059172	0.81761489707159	ENSMUSG00000021376.11	Normal
Jmy	608.4569559937	-0.16369916786655	0.3167888631336	-0.516745337090693	0.60533394306977	0.81761489707159	ENSMUSG00000021690.10	Normal
8430429K09Rik	49.1503627755879	-0.348697426743296	0.674910102837327	-0.516657589325406	0.605395206607017	0.81761489707159	ENSMUSG00000034587.8	Normal
Pid1	52.9395134558956	-0.484544752586252	0.938067823199288	-0.516534882236668	0.605480882623702	0.817633315619158	ENSMUSG00000045658.16	Normal
Rpl36a-ps2	269.309002683331	0.209621409473792	0.405996402622182	0.516313465143839	0.605635493255414	0.817647537581653	ENSMUSG00000105388.1	Normal
Slc7a5	2684.34896577385	0.199196109144969	0.385753937443906	0.516381272644649	0.60558814290762	0.817647537581653	ENSMUSG00000040010.10	Normal
Mtfr1l	616.76287717514	-0.163075996705962	0.315947726697127	-0.516148662978954	0.605750582416828	0.817705650622146	ENSMUSG00000046671.18	Normal
Usp47	2236.78634115303	-0.148521948161515	0.287823223491442	-0.51601794448644	0.605841876297185	0.817731632295523	ENSMUSG00000059263.9	Normal
Rraga	810.36600436292	-0.155307673608179	0.301055574778716	-0.515877089212963	0.605940256605047	0.817767171518108	ENSMUSG00000070934.6	Normal
Pyurf	68.6415041817703	-0.3155372966236	0.612397026113523	-0.515249557343714	0.606378642833753	0.818261514226977	ENSMUSG00000043162.7	Normal
Elac1	122.900138111357	0.287118671425751	0.557658940109468	0.514864284914701	0.606647859772597	0.818281841067673	ENSMUSG00000036941.2	Normal
Pja2	881.502100731578	0.19845706030111	0.385519287854071	0.514778550784809	0.606707775503842	0.818281841067673	ENSMUSG00000024083.16	Normal
Cast	1392.41528082421	0.181368092095484	0.352256469754247	0.514875119886418	0.606640287885924	0.818281841067673	ENSMUSG00000021585.10	Normal
Ints4	677.28731989718	-0.157876076007094	0.306568848237916	-0.514977555333908	0.606568704221312	0.818281841067673	ENSMUSG00000025133.9	Normal
Tagln2	4480.86399315137	-0.165834272401115	0.322188378157562	-0.514712148679728	0.60675418276877	0.818281841067673	ENSMUSG00000026547.15	Normal
Gxylt1	738.633748683634	-0.18020794438157	0.350252476358688	-0.514508694571003	0.606896383146339	0.818376375039913	ENSMUSG00000036197.16	Normal
Nhs	118.058890681009	-0.245456743837551	0.47746638013992	-0.514081732342329	0.607194848664871	0.81858433689824	ENSMUSG00000059493.13	Normal
C130083M11Rik	99.5500194068819	-0.281457711399072	0.547457753296539	-0.514117682513881	0.607169715375207	0.81858433689824	ENSMUSG00000106464.1	Normal
Lysmd4	60.706686601302	0.314736766447532	0.612472822371425	0.513878746862443	0.607336767491624	0.818678421737522	ENSMUSG00000043831.12	Normal
Pex1	113.539743817875	-0.251337042969053	0.489306049160828	-0.513660199787234	0.607489582875051	0.818787170838598	ENSMUSG00000005907.14	Normal
Ell	320.876665616722	0.182738198776522	0.356046104259278	0.513243078889159	0.607781295294558	0.818850153691495	ENSMUSG00000070002.7	Normal
Tram2	235.637746811032	-0.200732953300775	0.391116917569268	-0.51323004524657	0.607790411345222	0.818850153691495	ENSMUSG00000041779.5	Normal
Zfp667	63.984922139326	-0.30946706056472	0.602971237620237	-0.513236853197347	0.607785649689152	0.818850153691495	ENSMUSG00000054893.15	Normal
Dhh	47.1971526098125	-0.467616279423496	0.911211662032397	-0.513180744834311	0.607824893819458	0.818850153691495	ENSMUSG00000023000.5	Normal
Amz2	428.519516993772	-0.173469022437364	0.338296317704987	-0.512772422751106	0.608110522439899	0.819137720115459	ENSMUSG00000020610.17	Normal
Xpr1	1015.23108355487	-0.159097409001813	0.310453690245429	-0.512467443617882	0.608323899834842	0.819327905912598	ENSMUSG00000026469.14	Normal
Pdp2	138.619264630059	0.233484306986518	0.456233382334186	0.511765065922978	0.608815442326694	0.819876347405584	ENSMUSG00000048371.8	Normal
Osbpl3	340.806910553079	-0.182779030216802	0.357249002927861	-0.511629224207269	0.608910528352391	0.819876347405584	ENSMUSG00000029822.15	Normal
C030037D09Rik	44.3195903799292	-0.429393724907118	0.839354758967773	-0.511575969897616	0.608947806927672	0.819876347405584	ENSMUSG00000087574.1	Normal
Parp4	294.742036284647	-0.186519783533321	0.364784765642747	-0.511314619196543	0.609130769880403	0.820025410762967	ENSMUSG00000054509.7	Normal
Abcb9	48.5695276871751	0.457379788612108	0.89514377436766	0.510956788964105	0.609381314606601	0.820052122274799	ENSMUSG00000029408.13	Normal
AA465934	49.2337869199911	0.405500230910059	0.79347393864406	0.51104417065418	0.609320127672788	0.820052122274799	ENSMUSG00000093483.1	Normal
Atraid	168.98353651494	0.217416074907577	0.425663063382995	0.510770357145024	0.609511868150678	0.820052122274799	ENSMUSG00000013622.15	Normal
Mtmr9	484.658845047998	0.201346751467429	0.394035570200077	0.510986232448996	0.609360697206911	0.820052122274799	ENSMUSG00000035078.6	Normal
Traf6	438.855029216256	-0.168426414828376	0.329739922610895	-0.510785632187842	0.609501170952276	0.820052122274799	ENSMUSG00000027164.8	Normal
Rps27a-ps2	61.6716885255527	0.309289523633296	0.606338483058536	0.510093837476974	0.609985722356015	0.820300704827105	ENSMUSG00000058838.9	Normal
Exd2	220.189422568266	0.200002628033494	0.392048250734723	0.510147992392968	0.609947784641342	0.820300704827105	ENSMUSG00000032705.9	Normal
Abcc5	608.53261949818	0.173834907946285	0.340667125500417	0.5102779074762	0.609856778130578	0.820300704827105	ENSMUSG00000022822.16	Normal
Bcl2l1	702.593653490986	0.161422759490803	0.316361421652393	0.510247926715189	0.609877779347849	0.820300704827105	ENSMUSG00000007659.18	Normal
Mcm10	617.712096463049	0.21889942565264	0.429355653603211	0.509832405409376	0.610168880860494	0.820352617598508	ENSMUSG00000026669.14	Normal
Rexo5	117.296556572852	-0.243942972266119	0.478471872579636	-0.509837644062385	0.610165210436529	0.820352617598508	ENSMUSG00000030924.16	Normal
Msi1	98.9987951577649	0.363146921539157	0.713036584453513	0.50929633830427	0.610544524175663	0.820760434607814	ENSMUSG00000054256.11	Normal
A730017L22Rik	115.289170522499	-0.246678276943325	0.484663119295286	-0.508968533240165	0.610774280626945	0.820972061240623	ENSMUSG00000085566.1	Normal
Psen1	837.830905699371	-0.151357692536678	0.297468271859788	-0.50881961827519	0.610878666828183	0.821015141326214	ENSMUSG00000019969.14	Normal
Farp2	169.930705212809	0.244755450302325	0.481582280226242	0.508231843969304	0.611290761235785	0.821374469045361	ENSMUSG00000034066.13	Normal
Leprot	481.851002781506	0.184225625623714	0.362414997533882	0.508327819977954	0.611223463088733	0.821374469045361	ENSMUSG00000035212.14	Normal
Zfp943	140.456235854541	-0.23323766354261	0.459134156445053	-0.507994581253775	0.611457143370435	0.82150077855758	ENSMUSG00000053347.15	Normal
Golph3l	195.66815192653	0.207070214913321	0.407999138170114	0.507526108613945	0.61178572196333	0.821844945470919	ENSMUSG00000046519.15	Normal
Sfmbt2	76.8715828399367	0.467545748840907	0.922365889032675	0.506898351728122	0.612226142254842	0.821905079838198	ENSMUSG00000061186.15	Normal
Slc38a7	198.581075603438	0.218609409610245	0.431390072042354	0.506755773435559	0.612326191556529	0.821905079838198	ENSMUSG00000036534.6	Normal
Acat2	221.165658832724	0.209746268283726	0.413706636717289	0.506992756867612	0.61215990074754	0.821905079838198	ENSMUSG00000023832.14	Normal
Itfg2	219.588646554679	-0.197482446954392	0.389711721692775	-0.506739818080391	0.612337388115577	0.821905079838198	ENSMUSG00000001518.12	Normal
Sox12	204.699508627183	-0.203143067175559	0.400494827166325	-0.507230189745232	0.611993314598808	0.821905079838198	ENSMUSG00000051817.8	Normal
Nucb2	106.360088649579	-0.271061975487577	0.534732730170134	-0.506911135589801	0.612217171982771	0.821905079838198	ENSMUSG00000030659.14	Normal
Epas1	107.42733964118	-0.271629528250313	0.535644484986079	-0.507107859529951	0.61207914064319	0.821905079838198	ENSMUSG00000024140.10	Normal
Ndc80	346.460865836141	0.242171893791683	0.478051754916038	0.506580911588154	0.612448904576768	0.821957557874698	ENSMUSG00000024056.10	Normal
Slc16a6	136.37022461083	0.233686328384734	0.461404034144094	0.506467891678109	0.612528224486095	0.82196681815053	ENSMUSG00000041920.14	Normal
Fchsd2	244.138570823347	-0.191322741018336	0.377864478501508	-0.506326346887809	0.612627570200501	0.822002946184618	ENSMUSG00000030691.15	Normal
Exoc3	412.421984829107	0.183912106548046	0.363491622565188	0.505959684160434	0.612884952028312	0.822154522116036	ENSMUSG00000034152.6	Normal
Fgfbp3	82.2111197050945	-0.326770384781467	0.645843566181578	-0.505959030781141	0.612885410715752	0.822154522116036	ENSMUSG00000047632.11	Normal
B3galnt2	624.142248631184	-0.16707978801945	0.330306195041694	-0.505833043786417	0.612973859345772	0.822175999004315	ENSMUSG00000039242.10	Normal
Letm2	78.407716701181	0.301416467825106	0.597052255015746	0.504841017336341	0.613670504119068	0.822923939952344	ENSMUSG00000037363.9	Normal
Esyt2	1621.43318588611	-0.154168107398621	0.305435295002973	-0.504748828707306	0.613735260774608	0.822923939952344	ENSMUSG00000021171.8	Normal
Cmas	287.264818721326	-0.185838187321744	0.368193799116275	-0.504729269661211	0.613749000149479	0.822923939952344	ENSMUSG00000030282.14	Normal
Thoc5	419.098290506465	0.182105452109597	0.360981081043434	0.504473673753794	0.613928557567334	0.823067461420888	ENSMUSG00000034274.11	Normal
Snx25	279.891242344401	0.236515698316191	0.469314735392245	0.503959668171328	0.614289719180384	0.823259925929549	ENSMUSG00000038291.16	Normal
Vac14	431.169259517541	0.175313108685312	0.347810538492666	0.504047719327539	0.614227844147545	0.823259925929549	ENSMUSG00000010936.11	Normal
Gk5	252.606912639918	-0.19626352046238	0.38931752019393	-0.504121983425291	0.614175659648018	0.823259925929549	ENSMUSG00000041440.18	Normal
Hectd1	3036.47094577778	-0.141589048095955	0.281028455152828	-0.503824596761765	0.614384641474908	0.823289926887864	ENSMUSG00000035247.16	Normal
Synpo	70.1210691238816	-0.351938534028845	0.698682147473679	-0.503717656593056	0.614459798942475	0.823293438554727	ENSMUSG00000043079.17	Normal
Phf5a	586.335095953478	-0.162725761012218	0.323165778079786	-0.503536488235592	0.614587133162439	0.823366850967148	ENSMUSG00000061360.8	Normal
Zfp41	158.063485439098	0.256163421859696	0.509427698094684	0.502845492731894	0.615072906126611	0.823590237974303	ENSMUSG00000047003.15	Normal
Tmem59	891.809263737909	0.176494254621845	0.351034495745729	0.502783221480571	0.61511669139279	0.823590237974303	ENSMUSG00000028618.11	Normal
Nktr	1338.79296190302	-0.152815306376961	0.303712884943747	-0.503157139366231	0.614853796223186	0.823590237974303	ENSMUSG00000032525.15	Normal
Fam120b	377.244160013135	-0.171229715426121	0.340438191203704	-0.502968585342014	0.614986359102134	0.823590237974303	ENSMUSG00000014763.8	Normal
Hydin	41.1933334223092	-0.410740448650464	0.816433366200384	-0.503091208241546	0.614900147660978	0.823590237974303	ENSMUSG00000059854.8	Normal
Lcmt1	168.394371760356	0.225669195367788	0.449210993299386	0.502367926729224	0.615408735852652	0.823725483551244	ENSMUSG00000030763.7	Normal
Polr3b	625.583523430119	-0.168458623390974	0.335354511497723	-0.5023299750423	0.61543542735811	0.823725483551244	ENSMUSG00000034453.8	Normal
Zmat4	51.3955138043742	-0.433835438614672	0.863374043070225	-0.502488396653575	0.615324012459707	0.823725483551244	ENSMUSG00000037492.16	Normal
Slc39a14	1794.85271326216	-0.138812823634602	0.276452616986444	-0.502121575652904	0.615582004178342	0.823824519210491	ENSMUSG00000022094.15	Normal
Nqo2	326.516857390308	-0.181771577597183	0.362089959243082	-0.502006678056361	0.615662823472009	0.823835539543421	ENSMUSG00000046949.16	Normal
Fndc5	61.9623209344172	0.396967996249575	0.791338591957175	0.501641143606778	0.61591997243834	0.824082481100455	ENSMUSG00000001334.9	Normal
Gm10080	40.4860247975291	0.368130378854946	0.73684332924296	0.499604684259226	0.61735345888686	0.824639491392945	ENSMUSG00000060467.4	Normal
Borcs5	58.6276980797754	0.309803099939573	0.620082319903069	0.499616083212954	0.617345430970979	0.824639491392945	ENSMUSG00000042992.15	Normal
Rbak	91.465635773497	0.274647283908571	0.549648283903152	0.499678234157762	0.617301660867055	0.824639491392945	ENSMUSG00000061898.10	Normal
Atg14	131.77243594161	0.231486284602668	0.46275321617439	0.500237008650917	0.616908202285184	0.824639491392945	ENSMUSG00000037526.7	Normal
Hdac1-ps	235.669429575164	0.207670783598893	0.414650219200292	0.500833652034271	0.616488199889667	0.824639491392945	ENSMUSG00000061062.5	Normal
Cdc45	466.64719488291	0.206916071329947	0.414143953779287	0.49962354742047	0.617340174194865	0.824639491392945	ENSMUSG00000000028.15	Normal
Mcm6	2531.40056985059	0.188552638702078	0.376802205551961	0.500402163054952	0.616791930593654	0.824639491392945	ENSMUSG00000026355.11	Normal
Mmut	282.874811046089	0.186951565348272	0.373533587818904	0.500494658164206	0.61672681655904	0.824639491392945	ENSMUSG00000023921.9	Normal
Osbp	692.938290694691	0.184275274405731	0.368818527709308	0.499636706296306	0.617330906913956	0.824639491392945	ENSMUSG00000024687.11	Normal
Pdcd6ip	2483.90762980905	-0.141264964182928	0.28241153198162	-0.500209616766363	0.616927487596827	0.824639491392945	ENSMUSG00000032504.15	Normal
Osbpl8	638.350519479928	-0.163790811773823	0.327374858391464	-0.500315792662269	0.61685273571594	0.824639491392945	ENSMUSG00000020189.15	Normal
Mbd5	353.116892886343	-0.183922355734089	0.367941915549026	-0.49986790838888	0.617168090275687	0.824639491392945	ENSMUSG00000036792.12	Normal
Prkca	271.893451429454	-0.197072892723263	0.3941051411388	-0.500051565310222	0.617038769204467	0.824639491392945	ENSMUSG00000050965.14	Normal
Map3k12	131.541714001363	-0.229352442102654	0.457838744816674	-0.500945900055904	0.616409197803057	0.824639491392945	ENSMUSG00000023050.9	Normal
Pcolce	94.1322753084564	0.282630740011933	0.566334303348705	0.499052835649813	0.617742162752525	0.824699273250458	ENSMUSG00000029718.14	Normal
Usp8	1076.39371022005	-0.15467683860918	0.309867655808409	-0.499170648209946	0.617659170499242	0.824699273250458	ENSMUSG00000027363.15	Normal
Sik2	215.910962651501	-0.197344432222268	0.395459724825283	-0.499025361708974	0.617761517284175	0.824699273250458	ENSMUSG00000037112.16	Normal
Lrrc42	227.149620426088	-0.206784830883772	0.414162582301075	-0.499284193504109	0.617579188910863	0.824699273250458	ENSMUSG00000028617.10	Normal
Tex9	93.4191890521965	-0.261276012909442	0.523481551426288	-0.49911216966016	0.617700364704231	0.824699273250458	ENSMUSG00000090626.9	Normal
Nicn1	153.656343578868	0.228902336870495	0.459337410599069	0.498331578462028	0.618250353800662	0.82497633152026	ENSMUSG00000032606.7	Normal
Insig2	281.305841471073	0.193125335547322	0.38747394914057	0.49842147059352	0.618187006678411	0.82497633152026	ENSMUSG00000003721.14	Normal
Osbpl9	700.754267282648	0.18666943535872	0.374670728999197	0.498222628325791	0.618327134931898	0.82497633152026	ENSMUSG00000028559.17	Normal
Tbc1d14	383.551748672739	0.186327317292255	0.373989745421153	0.498215043523268	0.618332480373819	0.82497633152026	ENSMUSG00000029192.17	Normal
Prr14	325.670797156951	0.179332265424813	0.359768906575163	0.498465159571388	0.618156220013903	0.82497633152026	ENSMUSG00000030822.15	Normal
Eva1c	74.7149955690757	0.309000870565544	0.621094073243144	0.497510576702247	0.61882904626072	0.82532283783627	ENSMUSG00000039903.18	Normal
Mrps28	152.586468067865	0.251225085690639	0.504788602578542	0.497683751985168	0.618706962001576	0.82532283783627	ENSMUSG00000040269.5	Normal
2510039O18Rik	303.155914398123	0.218436617152751	0.439126858997905	0.49743397079201	0.618883054874405	0.82532283783627	ENSMUSG00000044496.6	Normal
Rpl17-ps5	164.74229261995	-0.211363608502739	0.424890525492926	-0.497454275445493	0.618868739509705	0.82532283783627	ENSMUSG00000081855.4	Normal
6030443J06Rik	68.433135694185	0.310204432503113	0.624120000154199	0.497026905765673	0.619170077925613	0.825608597797897	ENSMUSG00000097207.7	Normal
Lhfpl2	309.669663582516	0.182749891980894	0.367868656303611	0.496780274289164	0.619344006944943	0.8256465208862	ENSMUSG00000045312.12	Normal
Fam49a	652.098837401116	0.164569428200275	0.331210112145673	0.49687319971648	0.619278471734747	0.8256465208862	ENSMUSG00000020589.17	Normal
Psen2	128.197892254624	0.260918422071845	0.525432141167685	0.496578723737756	0.619486159897573	0.825647410832456	ENSMUSG00000010609.15	Normal
5530601H04Rik	174.182870988659	0.222218541119368	0.447543513836629	0.496529464172922	0.619520904673295	0.825647410832456	ENSMUSG00000087174.7	Normal
Gm6863	557.473444249062	-0.165053083121893	0.332453342467969	-0.496469916339599	0.619562907318064	0.825647410832456	ENSMUSG00000043483.4	Normal
Arid3a	57.9265608108863	0.313528726829731	0.631770256447683	0.496270160916787	0.619703815821896	0.82573823779978	ENSMUSG00000019564.12	Normal
Nit2	263.101065260883	-0.216347629962658	0.436340844953432	-0.4958225489657	0.620019614313187	0.826062052172165	ENSMUSG00000022751.9	Normal
Spata13	58.1561728821617	-0.355420198834638	0.717680055639057	-0.495234883625343	0.620434329471466	0.82651756332173	ENSMUSG00000021990.16	Normal
Pctp	64.6112215771728	0.294372476993256	0.594698212287844	0.494994723224046	0.620603845307451	0.826623412884256	ENSMUSG00000020553.8	Normal
Clip3	201.699417920868	0.246687369346689	0.498442950495775	0.494915955981166	0.620659447101289	0.826623412884256	ENSMUSG00000013921.15	Normal
Slc35c2	355.065669442231	-0.172022765232011	0.34771721862106	-0.494720295745493	0.620797573033438	0.826710366529335	ENSMUSG00000017664.16	Normal
Gm42979	62.198025533345	0.306456160392003	0.620382903237986	0.493979055181091	0.621320971494681	0.82721325823632	ENSMUSG00000104814.1	Normal
Pitpna	1387.06118073995	-0.13865299853006	0.280632597653115	-0.494073032461636	0.621254602444385	0.82721325823632	ENSMUSG00000017781.17	Normal
Cacng2	40.6133880587889	0.635170464305029	1.28746363827779	0.493350216208577	0.621765152197075	0.827610469970306	ENSMUSG00000019146.2	Normal
Tmem131l	261.803870425851	-0.206526166530108	0.41856189345286	-0.493418463937085	0.621716938712482	0.827610469970306	ENSMUSG00000033767.14	Normal
Pde7a	396.141101793573	-0.201041451754131	0.407625026551559	-0.493201934765656	0.621869910949704	0.827652848180012	ENSMUSG00000069094.12	Normal
Retreg3	442.389469886017	0.186038723191502	0.377462842183459	0.492866323252769	0.622107044052108	0.827820272893282	ENSMUSG00000017802.14	Normal
Pdcd5	309.764506283511	0.178721741539631	0.362653029945268	0.492817450240536	0.622141579540061	0.827820272893282	ENSMUSG00000030417.15	Normal
Card10	55.7141630710364	0.352509886367213	0.715496223253628	0.492678891810525	0.622239494601293	0.827853506473411	ENSMUSG00000033170.14	Normal
Kifap3	498.548352998695	-0.177652779976246	0.360667566510081	-0.492566552893189	0.622318886030929	0.827862090535753	ENSMUSG00000026585.13	Normal
Prmt9	156.521493694186	0.235574364771514	0.478810791771521	0.491998862222648	0.622720147870753	0.828033557829207	ENSMUSG00000037134.17	Normal
Nono	3728.25647277276	-0.165769104078423	0.336912038141049	-0.492024876858283	0.622701757446721	0.828033557829207	ENSMUSG00000031311.17	Normal
Zfp825	97.4227631583066	-0.259919844996299	0.527996077698817	-0.492276090627635	0.622524179998202	0.828033557829207	ENSMUSG00000069208.9	Normal
Dnah8	124.386517143465	-0.445846654869486	0.906245164975225	-0.491971347380015	0.622739599086353	0.828033557829207	ENSMUSG00000033826.10	Normal
Phf14	377.319783471812	0.222599415378652	0.453014030409664	0.49137421897806	0.623161795120535	0.828497876844099	ENSMUSG00000029629.17	Normal
Ppil2	435.270657209973	0.186508396801363	0.379723102038941	0.491169475335835	0.623306586407171	0.828593318777394	ENSMUSG00000022771.17	Normal
Ust	204.75235255017	0.199570683532302	0.406607135514813	0.490819432570021	0.623554164535357	0.82882536215907	ENSMUSG00000047712.8	Normal
Dock11	292.605335811167	-0.188368483264426	0.383891106942265	-0.490682070665304	0.623651329439691	0.828857446035187	ENSMUSG00000031093.14	Normal
Agl	520.050157358302	0.180800466988337	0.368546044937975	0.490577688925587	0.623725169732879	0.828858526691041	ENSMUSG00000033400.14	Normal
Zfp503	166.333577363398	-0.207650658179511	0.423562086531284	-0.490248454199582	0.623958097199449	0.828876919851796	ENSMUSG00000039081.10	Normal
Zfp521	153.634392156521	-0.227739170370318	0.464485469208198	-0.490304187036339	0.623918664606204	0.828876919851796	ENSMUSG00000024420.9	Normal
Mest	117.397705243749	-0.272770515636558	0.556208652539521	-0.490410414133528	0.623843508848111	0.828876919851796	ENSMUSG00000051855.15	Normal
Ern1	907.990255614422	0.15528921979507	0.316833914508402	0.490128148168783	0.624043220867268	0.828892985002164	ENSMUSG00000020715.9	Normal
Pom121	1362.25700513904	-0.158007828957417	0.322484472854901	-0.489970346660724	0.62415488242375	0.82894429154102	ENSMUSG00000053293.9	Normal
Spty2d1	706.904828592582	0.162233530472462	0.331196781532839	0.489840298935321	0.6242469116806	0.828969515335768	ENSMUSG00000049516.9	Normal
Septin2	84.664609500475	0.265268600996343	0.54180084830339	0.489605362979796	0.624413180748542	0.82898961733201	ENSMUSG00000026276.20	Normal
Smurf1	734.14244014279	0.162810548104047	0.332539402852231	0.489597764077284	0.624418558969445	0.82898961733201	ENSMUSG00000038780.14	Normal
Fgfr2	58.2805744673068	-0.483707643654561	0.988147997412922	-0.489509309254241	0.62448116547918	0.82898961733201	ENSMUSG00000030849.18	Normal
Oip5	118.239466400938	-0.239035758155645	0.488906868736214	-0.488918797098379	0.62489918731189	0.829350535078339	ENSMUSG00000072980.3	Normal
Gm15760	43.4393586436632	-0.350445367967893	0.716650844540105	-0.489004332636744	0.624838629475357	0.829350535078339	ENSMUSG00000080797.2	Normal
Pms1	125.913567908941	-0.245719527690714	0.502772632302408	-0.488728924176841	0.625033623450073	0.82943196845064	ENSMUSG00000026098.13	Normal
4933439C10Rik	46.058080008993	0.336399133263064	0.688765029184312	0.488409136656449	0.625260071503028	0.829634839411984	ENSMUSG00000072893.12	Normal
Mknk1	171.556480058612	0.226212722182514	0.463259610029985	0.488306593721547	0.625332691732998	0.829634839411984	ENSMUSG00000028708.16	Normal
Rad51	536.708254157065	0.215731186303738	0.441908885685062	0.488180240977287	0.625422178913702	0.829656583762333	ENSMUSG00000027323.10	Normal
Ctdnep1	597.043713777476	0.201408992190782	0.41291811522032	0.487769813836616	0.625712895031913	0.829945232980275	ENSMUSG00000018559.16	Normal
Riox1	149.668180852874	0.218074244953972	0.44755900045049	0.487252506897347	0.626079399775592	0.830334328984923	ENSMUSG00000046791.8	Normal
Kin	132.393047783922	0.246665983598456	0.506777938539371	0.486733862782963	0.626446944640148	0.830695494951601	ENSMUSG00000037262.7	Normal
Gm4117	111.474179686736	-0.425559155696453	0.874445568074363	-0.486661687397635	0.626498100157331	0.830695494951601	ENSMUSG00000089940.1	Normal
Sacm1l	494.887629035531	-0.157640843747357	0.32454578993102	-0.485727588026524	0.627160320823082	0.831476421135613	ENSMUSG00000025240.10	Normal
Thrap3	2327.25234926048	0.173537063181505	0.35748848914142	0.485433988653141	0.627368527339826	0.831655312462862	ENSMUSG00000043962.16	Normal
Rpl32	5874.49608244855	0.140202700692283	0.289009206241604	0.485114998638061	0.627594773311718	0.83176093847361	ENSMUSG00000057841.5	Normal
Lrp2	70.9662923361903	-0.478876945182624	0.987131481738957	-0.48511971712119	0.62759142643831	0.83176093847361	ENSMUSG00000027070.14	Normal
Slc35d2	43.9703012307596	0.344180752868583	0.710057874447693	0.484722112456395	0.627873478791301	0.831877158479262	ENSMUSG00000033114.11	Normal
Gm17501	50.5606730541508	0.324515140192101	0.670205484727571	0.484202453705689	0.628242195688895	0.831877158479262	ENSMUSG00000097183.2	Normal
Tek	92.4696975515455	0.295099478903054	0.608959837275093	0.484595963214147	0.627962977761914	0.831877158479262	ENSMUSG00000006386.15	Normal
Zfp383	84.105656174291	0.260206583552203	0.53743551372427	0.484163358965708	0.628269938591195	0.831877158479262	ENSMUSG00000099689.6	Normal
Ska1	124.809229062	0.227833900724821	0.47002728160043	0.484724843947468	0.62787154094372	0.831877158479262	ENSMUSG00000036223.16	Normal
Spata6	232.215850192098	0.196688430997888	0.406148651608084	0.484276951847877	0.628189330831836	0.831877158479262	ENSMUSG00000034401.16	Normal
Dcun1d2	267.789039170096	0.186841162786816	0.385782746101612	0.484317053250492	0.628160875141123	0.831877158479262	ENSMUSG00000038506.13	Normal
Rbx1	833.060424056774	-0.148275165435421	0.306314618755511	-0.484061668482654	0.628342103933279	0.831877158479262	ENSMUSG00000022400.9	Normal
Etfrf1	193.152941823347	-0.211992832307546	0.437877037359528	-0.484137815460474	0.628288065379081	0.831877158479262	ENSMUSG00000040370.13	Normal
Etfa	874.449028786027	0.166098398340035	0.343271691709936	0.48386861588455	0.628479114793936	0.831961506054487	ENSMUSG00000032314.14	Normal
Acaca	1142.06798853531	-0.163501647975687	0.338009991212905	-0.483718387699081	0.628585741706729	0.832005617302784	ENSMUSG00000020532.18	Normal
Recql	247.687622124338	0.201760873549394	0.417269237629313	0.483526834366425	0.628721711057803	0.832088551831397	ENSMUSG00000030243.16	Normal
Tbc1d2b	315.198692571835	0.182944989414355	0.378667393317221	0.483128446343666	0.629004537180171	0.832365803543773	ENSMUSG00000037410.13	Normal
Retsat	271.392457303344	0.190498780030953	0.394729378531098	0.482606034392104	0.629375493644391	0.83246845972076	ENSMUSG00000056666.13	Normal
Gm10443	324.547121336507	0.190036057706588	0.393661939600061	0.482739220102542	0.629280911691258	0.83246845972076	ENSMUSG00000072940.5	Normal
Ash2l	913.221914429688	-0.158125597285649	0.327564839515565	-0.482730678663499	0.629286977219476	0.83246845972076	ENSMUSG00000031575.18	Normal
Wnk4	41.487903671529	-0.584850493645028	1.21170408672552	-0.482667756964914	0.629331660547338	0.83246845972076	ENSMUSG00000035112.17	Normal
Atp5j	974.476906263664	-0.14190497678595	0.294133183776657	-0.482451435652028	0.629485289704179	0.832516667227038	ENSMUSG00000022890.13	Normal
Lysmd3	306.104698841121	-0.181644891263858	0.376764601758738	-0.482117721293187	0.62972232163245	0.832681158171062	ENSMUSG00000035840.7	Normal
Ankrd44	165.233365542918	-0.21175606798506	0.439264369845687	-0.48206975689708	0.629756393104881	0.832681158171062	ENSMUSG00000052331.14	Normal
Tgfb1i1	495.589239315206	0.187702586633955	0.38978050128432	0.48155971377603	0.630118750568318	0.832739120329825	ENSMUSG00000030782.17	Normal
Anxa7	1294.93029112956	0.153010491643623	0.317803276966552	0.481462913485714	0.630187531879477	0.832739120329825	ENSMUSG00000021814.17	Normal
Ybx1	5737.14503809803	0.147979056165843	0.307287603140138	0.481565330503611	0.630114759708786	0.832739120329825	ENSMUSG00000028639.14	Normal
Pfn1	11238.2205363934	-0.13675438258161	0.284006585676264	-0.481518350202959	0.630148141005151	0.832739120329825	ENSMUSG00000018293.4	Normal
Uspl1	985.474262992444	-0.143222490712884	0.297375934754658	-0.481620985339806	0.630075215801157	0.832739120329825	ENSMUSG00000041264.16	Normal
Tmem167b	378.719060869626	-0.163293148969487	0.339212852227426	-0.481388449456528	0.630240444372969	0.832739120329825	ENSMUSG00000068732.5	Normal
Phykpl	330.360552721825	-0.180716242255008	0.375563052334091	-0.481187489375944	0.63038325163106	0.832830858574383	ENSMUSG00000020359.13	Normal
Gm11373	44.0608627475263	-0.579210378235383	1.20398958223193	-0.481075905292846	0.630462552033781	0.832838683145183	ENSMUSG00000087662.2	Normal
Zcwpw1	63.3838673147622	0.289664667323903	0.602395746365274	0.480854436758024	0.630619957556469	0.832949670460365	ENSMUSG00000037108.13	Normal
Adgrl3	87.0624935452969	0.417006588404565	0.867490486721515	0.480704508911155	0.630726526097231	0.832993492111191	ENSMUSG00000037605.16	Normal
